Order ID,Customer ID,Order Date Time,Delivery Date Time,Total Amount,Delivery Status
1077,289,22-10-2024 15:21,22-10-2024 15:31,852,Delivered
1078,207,29-09-2024 05:59,29-09-2024 06:14,771,Delivered
1079,281,26-09-2024 20:43,26-09-2024 20:53,434,Delivered
1080,154,19-10-2024 06:53,19-10-2024 07:02,1224,Delivered
1081,38,18-11-2024 19:36,18-11-2024 19:47,680,Delivered
1082,9,07-10-2024 09:54,07-10-2024 10:07,742,Delivered
1083,72,31-10-2024 05:49,31-10-2024 06:02,1306,Delivered
1084,45,08-11-2024 19:31,08-11-2024 19:44,1342,Delivered
1085,39,28-10-2024 08:21,28-10-2024 08:32,605,Delivered
1086,117,24-10-2024 02:50,24-10-2024 03:05,121,Delivered
1087,15,07-11-2024 10:27,07-11-2024 10:39,1441,Delivered
1088,135,05-11-2024 04:32,05-11-2024 04:42,149,Delivered
1089,193,01-11-2024 09:18,01-11-2024 09:32,310,Delivered
1090,59,03-10-2024 14:18,03-10-2024 14:31,326,Delivered
1091,290,18-11-2024 02:18,18-11-2024 02:34,371,Delivered
1092,144,11-10-2024 16:07,11-10-2024 16:15,1420,Delivered
1093,144,27-10-2024 17:37,27-10-2024 17:45,645,Delivered
1094,153,20-10-2024 15:23,20-10-2024 15:33,277,Delivered
1095,126,11-10-2024 17:05,11-10-2024 17:22,417,Delivered
1096,109,10-10-2024 04:54,10-10-2024 05:04,1144,Delivered
1097,103,21-11-2024 04:45,21-11-2024 04:56,171,Delivered
1098,83,08-11-2024 16:52,08-11-2024 17:00,1335,Delivered
1099,65,16-11-2024 16:06,16-11-2024 16:23,1481,Delivered
1100,270,19-10-2024 08:48,19-10-2024 09:05,961,Delivered
1101,10,20-11-2024 19:41,20-11-2024 19:57,772,Delivered
1102,131,02-10-2024 11:45,02-10-2024 12:01,1266,Delivered
1103,93,22-11-2024 22:51,22-11-2024 23:03,1489,Delivered
1104,207,19-11-2024 16:46,19-11-2024 16:59,482,Delivered
1105,15,28-09-2024 03:39,28-09-2024 03:53,245,Delivered
1106,25,18-10-2024 10:46,18-10-2024 10:58,796,Delivered
1107,233,10-11-2024 04:33,10-11-2024 04:48,1180,Delivered
1108,80,10-10-2024 02:24,10-10-2024 02:35,487,Delivered
1109,17,15-10-2024 01:23,15-10-2024 01:34,1201,Delivered
1110,100,12-10-2024 15:00,12-10-2024 15:10,1193,Delivered
1111,134,12-11-2024 21:34,12-11-2024 21:44,1466,Delivered
1112,179,07-11-2024 20:57,07-11-2024 21:06,1316,Delivered
1113,177,29-09-2024 01:09,29-09-2024 01:22,313,Delivered
1114,293,07-11-2024 11:04,07-11-2024 11:15,990,Delivered
1115,131,23-11-2024 23:10,23-11-2024 23:19,481,Delivered
1116,103,13-10-2024 03:14,13-10-2024 03:27,1263,Delivered
1117,58,02-11-2024 02:29,02-11-2024 02:46,1240,Delivered
1118,90,20-10-2024 02:27,20-10-2024 02:43,530,Delivered
1119,244,10-10-2024 23:10,10-10-2024 23:22,1363,Delivered
1120,54,13-11-2024 18:22,13-11-2024 18:39,420,Delivered
1121,151,01-10-2024 07:36,01-10-2024 07:49,169,Delivered
1122,152,26-09-2024 11:57,26-09-2024 12:11,412,Delivered
1123,44,17-10-2024 05:48,17-10-2024 05:57,916,Delivered
1124,169,07-11-2024 10:50,07-11-2024 11:02,1444,Delivered
1125,126,13-10-2024 22:41,13-10-2024 22:51,864,Delivered
1126,287,02-10-2024 15:12,02-10-2024 15:29,259,Delivered
1127,54,04-10-2024 06:52,04-10-2024 07:09,1443,Delivered
1128,145,03-10-2024 05:28,03-10-2024 05:44,1078,Delivered
1129,123,06-10-2024 08:24,06-10-2024 08:32,113,Delivered
1130,196,28-09-2024 20:41,28-09-2024 20:54,1402,Delivered
1131,245,13-10-2024 02:11,13-10-2024 02:19,237,Delivered
1132,263,17-11-2024 22:47,17-11-2024 22:59,607,Delivered
1133,198,20-11-2024 09:22,20-11-2024 09:33,1418,Delivered
1134,189,04-11-2024 07:54,04-11-2024 08:08,1270,Delivered
1135,31,11-11-2024 17:18,11-11-2024 17:34,530,Delivered
1136,275,17-11-2024 05:19,17-11-2024 05:32,522,Delivered
1137,291,15-10-2024 04:26,15-10-2024 04:40,316,Delivered
1138,97,30-10-2024 01:51,30-10-2024 02:06,193,Delivered
1139,64,15-11-2024 01:44,15-11-2024 01:52,147,Delivered
1140,281,18-10-2024 08:15,18-10-2024 08:25,599,Delivered
1141,94,23-11-2024 14:08,23-11-2024 14:20,183,Delivered
1142,137,19-11-2024 01:50,19-11-2024 02:01,678,Delivered
1143,35,08-10-2024 08:00,08-10-2024 08:16,574,Delivered
1144,223,29-09-2024 02:41,29-09-2024 02:55,755,Delivered
1145,300,18-11-2024 13:20,,582,Cancelled
1146,175,09-11-2024 12:38,09-11-2024 12:49,1401,Delivered
1147,10,21-10-2024 00:25,21-10-2024 00:41,665,Delivered
1148,259,15-10-2024 04:01,15-10-2024 04:18,1292,Delivered
1149,290,19-10-2024 04:41,19-10-2024 04:57,103,Delivered
1150,296,02-11-2024 15:15,02-11-2024 15:32,376,Delivered
1151,290,13-10-2024 02:57,13-10-2024 03:08,533,Delivered
1152,30,08-10-2024 11:29,08-10-2024 11:38,110,Delivered
1153,21,06-10-2024 10:38,06-10-2024 10:51,483,Delivered
1154,109,02-11-2024 19:12,02-11-2024 19:23,1319,Delivered
1155,86,03-11-2024 16:40,03-11-2024 16:51,1328,Delivered
1156,115,14-11-2024 20:43,14-11-2024 21:00,438,Delivered
1157,102,06-10-2024 13:33,06-10-2024 13:48,889,Delivered
1158,41,12-10-2024 18:25,12-10-2024 18:38,124,Delivered
1159,174,29-10-2024 00:26,29-10-2024 00:37,1134,Delivered
1160,79,16-10-2024 07:29,16-10-2024 07:39,150,Delivered
1161,118,02-11-2024 09:48,02-11-2024 09:58,1065,Delivered
1162,198,14-10-2024 02:08,14-10-2024 02:23,895,Delivered
1163,47,15-10-2024 16:17,15-10-2024 16:25,149,Delivered
1164,197,20-11-2024 04:01,20-11-2024 04:18,209,Delivered
1165,20,07-11-2024 22:28,07-11-2024 22:43,1347,Delivered
1166,62,23-11-2024 16:29,23-11-2024 16:37,1135,Delivered
1167,99,02-11-2024 02:12,02-11-2024 02:23,1113,Delivered
1168,255,14-11-2024 01:45,14-11-2024 01:59,339,Delivered
1169,272,21-11-2024 06:29,21-11-2024 06:46,140,Delivered
1170,274,06-10-2024 13:13,06-10-2024 13:23,184,Delivered
1171,252,16-10-2024 05:53,16-10-2024 06:09,1337,Delivered
1172,68,08-10-2024 16:56,08-10-2024 17:05,1404,Delivered
1173,197,06-11-2024 07:00,06-11-2024 07:17,970,Delivered
1174,107,09-10-2024 08:13,09-10-2024 08:22,664,Delivered
1175,211,21-11-2024 04:50,21-11-2024 05:07,369,Delivered
1176,5,27-10-2024 13:38,27-10-2024 13:53,1244,Delivered
1177,117,11-11-2024 09:51,11-11-2024 10:04,654,Delivered
1178,277,07-11-2024 16:05,07-11-2024 16:14,378,Delivered
1179,255,01-11-2024 07:44,01-11-2024 07:52,288,Delivered
1180,43,30-10-2024 09:37,30-10-2024 09:53,942,Delivered
1181,208,02-10-2024 15:47,02-10-2024 15:58,1099,Delivered
1182,124,10-11-2024 19:50,10-11-2024 19:58,1102,Delivered
1183,240,22-11-2024 04:46,22-11-2024 05:00,170,Delivered
1184,298,18-11-2024 12:12,18-11-2024 12:27,829,Delivered
1185,191,04-10-2024 20:29,04-10-2024 20:45,769,Delivered
1186,69,27-09-2024 06:22,27-09-2024 06:31,262,Delivered
1187,98,07-10-2024 23:39,,387,Cancelled
1188,80,10-11-2024 03:49,10-11-2024 04:06,649,Delivered
1189,152,19-11-2024 02:11,19-11-2024 02:26,1489,Delivered
1190,280,12-10-2024 00:07,12-10-2024 00:17,1212,Delivered
1191,90,12-10-2024 09:13,12-10-2024 09:29,1021,Delivered
1192,18,09-10-2024 01:19,09-10-2024 01:35,636,Delivered
1193,288,31-10-2024 22:48,31-10-2024 23:04,1151,Delivered
1194,128,18-11-2024 17:46,18-11-2024 17:57,181,Delivered
1195,129,24-10-2024 09:44,24-10-2024 09:58,333,Delivered
1196,289,09-11-2024 19:43,09-11-2024 19:59,276,Delivered
1197,130,31-10-2024 00:53,31-10-2024 01:10,682,Delivered
1198,236,27-10-2024 01:50,27-10-2024 01:58,145,Delivered
1199,206,13-10-2024 14:44,13-10-2024 15:00,1172,Delivered
1200,162,15-11-2024 12:00,15-11-2024 12:09,211,Delivered
1201,61,08-11-2024 09:12,08-11-2024 09:22,1488,Delivered
1202,268,26-09-2024 19:06,26-09-2024 19:22,598,Delivered
1203,191,07-11-2024 07:11,07-11-2024 07:23,230,Delivered
1204,144,06-10-2024 14:12,06-10-2024 14:25,1387,Delivered
1205,292,21-10-2024 09:39,21-10-2024 09:47,298,Delivered
1206,7,22-11-2024 07:14,22-11-2024 07:30,386,Delivered
1207,67,18-11-2024 19:48,18-11-2024 20:02,201,Delivered
1208,276,26-10-2024 10:51,26-10-2024 11:05,1303,Delivered
1209,65,26-09-2024 17:58,26-09-2024 18:12,1160,Delivered
1210,245,14-11-2024 03:41,14-11-2024 03:50,1170,Delivered
1211,255,09-10-2024 15:48,09-10-2024 16:00,1130,Delivered
1212,275,13-11-2024 03:47,13-11-2024 04:04,483,Delivered
1213,5,06-11-2024 11:44,06-11-2024 12:01,475,Delivered
1214,18,27-09-2024 07:27,27-09-2024 07:39,634,Delivered
1215,277,28-09-2024 08:40,28-09-2024 08:48,132,Delivered
1216,49,14-11-2024 16:51,14-11-2024 17:02,905,Delivered
1217,159,27-10-2024 03:21,27-10-2024 03:31,1292,Delivered
1218,223,07-10-2024 11:59,07-10-2024 12:08,991,Delivered
1219,248,03-10-2024 20:32,03-10-2024 20:45,675,Delivered
1220,140,17-11-2024 14:45,17-11-2024 14:59,1488,Delivered
1221,93,13-11-2024 05:34,13-11-2024 05:45,1076,Delivered
1222,15,30-10-2024 03:30,30-10-2024 03:44,252,Delivered
1223,90,24-10-2024 15:19,24-10-2024 15:35,1377,Delivered
1224,105,20-11-2024 23:36,20-11-2024 23:47,998,Delivered
1225,208,13-11-2024 18:59,13-11-2024 19:14,1399,Delivered
1226,123,30-09-2024 22:25,30-09-2024 22:37,917,Delivered
1227,249,21-11-2024 11:49,21-11-2024 11:58,950,Delivered
1228,26,02-11-2024 12:36,02-11-2024 12:52,256,Delivered
1229,192,05-11-2024 12:16,05-11-2024 12:26,1216,Delivered
1230,39,13-11-2024 19:12,13-11-2024 19:20,920,Delivered
1231,153,21-10-2024 17:47,21-10-2024 17:56,1416,Delivered
1232,247,24-11-2024 04:08,24-11-2024 04:25,847,Delivered
1233,228,22-11-2024 23:58,23-11-2024 00:12,892,Delivered
1234,194,15-11-2024 06:29,15-11-2024 06:39,611,Delivered
1235,145,11-10-2024 01:27,11-10-2024 01:36,264,Delivered
1236,260,28-09-2024 23:32,28-09-2024 23:43,630,Delivered
1237,270,25-10-2024 17:20,25-10-2024 17:33,230,Delivered
1238,113,15-10-2024 13:42,15-10-2024 13:52,1335,Delivered
1239,213,21-11-2024 01:50,21-11-2024 02:01,410,Delivered
1240,176,18-11-2024 15:32,18-11-2024 15:41,322,Delivered
1241,80,23-10-2024 19:50,23-10-2024 20:03,283,Delivered
1242,150,01-11-2024 03:12,01-11-2024 03:20,1184,Delivered
1243,127,28-10-2024 10:58,28-10-2024 11:13,919,Delivered
1244,167,30-09-2024 23:15,30-09-2024 23:31,820,Delivered
1245,255,08-10-2024 12:48,08-10-2024 13:04,1155,Delivered
1246,10,08-10-2024 13:51,08-10-2024 14:04,1001,Delivered
1247,31,08-11-2024 03:34,08-11-2024 03:45,1353,Delivered
1248,263,30-10-2024 09:30,30-10-2024 09:44,140,Delivered
1249,179,21-11-2024 11:02,21-11-2024 11:16,1353,Delivered
1250,203,24-10-2024 17:12,24-10-2024 17:24,909,Delivered
1251,177,03-11-2024 06:53,03-11-2024 07:02,111,Delivered
1252,154,04-11-2024 20:38,04-11-2024 20:49,907,Delivered
1253,245,15-11-2024 15:26,15-11-2024 15:37,1164,Delivered
1254,253,30-09-2024 17:28,30-09-2024 17:36,838,Delivered
1255,84,18-11-2024 17:23,18-11-2024 17:38,916,Delivered
1256,296,21-10-2024 05:47,21-10-2024 05:57,1376,Delivered
1257,209,21-11-2024 01:44,21-11-2024 01:56,143,Delivered
1258,191,09-11-2024 18:27,09-11-2024 18:41,232,Delivered
1259,101,07-10-2024 11:43,07-10-2024 11:52,1126,Delivered
1260,206,21-10-2024 02:22,21-10-2024 02:38,1316,Delivered
1261,253,08-11-2024 01:20,08-11-2024 01:31,870,Delivered
1262,92,18-11-2024 05:15,18-11-2024 05:26,1237,Delivered
1263,51,19-10-2024 20:27,19-10-2024 20:39,1100,Delivered
1264,152,05-10-2024 17:21,05-10-2024 17:36,1014,Delivered
1265,27,21-11-2024 19:07,21-11-2024 19:15,1033,Delivered
1266,283,22-11-2024 22:45,22-11-2024 22:53,179,Delivered
1267,187,02-11-2024 08:41,02-11-2024 08:52,894,Delivered
1268,207,09-11-2024 07:28,09-11-2024 07:42,491,Delivered
1269,116,03-11-2024 07:50,03-11-2024 08:00,411,Delivered
1270,218,24-11-2024 06:08,24-11-2024 06:19,574,Delivered
1271,237,22-11-2024 16:00,22-11-2024 16:13,1037,Delivered
1272,208,22-10-2024 13:41,22-10-2024 13:51,1060,Delivered
1273,288,05-11-2024 04:53,05-11-2024 05:10,982,Delivered
1274,111,11-10-2024 05:15,11-10-2024 05:29,991,Delivered
1275,127,01-11-2024 12:04,01-11-2024 12:16,924,Delivered
1276,217,28-10-2024 15:18,28-10-2024 15:34,493,Delivered
1277,239,23-11-2024 10:41,23-11-2024 10:54,180,Delivered
1278,177,17-10-2024 08:54,17-10-2024 09:02,397,Delivered
1279,298,12-11-2024 00:35,12-11-2024 00:50,1078,Delivered
1280,82,30-09-2024 15:25,30-09-2024 15:37,1369,Delivered
1281,118,22-10-2024 08:54,22-10-2024 09:04,312,Delivered
1282,44,21-10-2024 01:44,21-10-2024 01:59,782,Delivered
1283,20,05-10-2024 14:21,05-10-2024 14:36,215,Delivered
1284,225,19-10-2024 16:28,19-10-2024 16:38,1042,Delivered
1285,296,18-10-2024 19:28,18-10-2024 19:36,286,Delivered
1286,132,13-11-2024 19:45,13-11-2024 19:58,378,Delivered
1287,58,01-10-2024 21:17,01-10-2024 21:25,923,Delivered
1288,299,14-10-2024 10:41,14-10-2024 10:57,570,Delivered
1289,183,06-10-2024 11:19,06-10-2024 11:32,1398,Delivered
1290,35,08-10-2024 06:45,08-10-2024 07:02,715,Delivered
1291,115,26-10-2024 14:47,26-10-2024 14:57,1059,Delivered
1292,293,17-11-2024 00:51,17-11-2024 01:05,1431,Delivered
1293,234,15-11-2024 18:11,15-11-2024 18:25,936,Delivered
1294,194,23-11-2024 04:03,23-11-2024 04:19,101,Delivered
1295,209,19-11-2024 15:25,19-11-2024 15:39,922,Delivered
1296,43,17-11-2024 20:33,17-11-2024 20:43,926,Delivered
1297,89,01-11-2024 07:30,01-11-2024 07:44,1424,Delivered
1298,233,13-11-2024 01:11,,1013,Cancelled
1299,253,04-10-2024 16:13,04-10-2024 16:25,1025,Delivered
1300,291,07-11-2024 12:58,07-11-2024 13:09,307,Delivered
1301,209,13-10-2024 13:31,13-10-2024 13:42,814,Delivered
1302,26,06-11-2024 04:36,06-11-2024 04:45,355,Delivered
1303,71,10-10-2024 23:49,11-10-2024 00:03,345,Delivered
1304,111,21-10-2024 15:39,21-10-2024 15:49,854,Delivered
1305,77,30-10-2024 16:02,30-10-2024 16:12,504,Delivered
1306,80,12-11-2024 07:59,12-11-2024 08:16,1332,Delivered
1307,163,08-11-2024 09:06,08-11-2024 09:16,804,Delivered
1308,222,03-11-2024 16:03,03-11-2024 16:12,236,Delivered
1309,194,21-11-2024 20:52,21-11-2024 21:02,166,Delivered
1310,21,11-10-2024 02:11,11-10-2024 02:21,719,Delivered
1311,32,29-10-2024 08:11,29-10-2024 08:23,1480,Delivered
1312,249,18-10-2024 01:59,18-10-2024 02:14,1424,Delivered
1313,186,21-11-2024 01:05,21-11-2024 01:20,1072,Delivered
1314,32,18-10-2024 18:49,18-10-2024 19:01,1428,Delivered
1315,9,01-11-2024 17:03,01-11-2024 17:12,1451,Delivered
1316,107,16-11-2024 21:33,16-11-2024 21:46,496,Delivered
1317,221,26-10-2024 01:50,26-10-2024 01:58,1051,Delivered
1318,127,12-11-2024 16:53,12-11-2024 17:04,1455,Delivered
1319,195,11-10-2024 08:37,11-10-2024 08:51,431,Delivered
1320,85,05-11-2024 12:48,05-11-2024 13:01,109,Delivered
1321,72,20-11-2024 03:46,20-11-2024 03:54,1425,Delivered
1322,63,09-10-2024 14:32,09-10-2024 14:42,1093,Delivered
1323,90,14-10-2024 05:23,14-10-2024 05:31,361,Delivered
1324,165,28-10-2024 21:32,28-10-2024 21:41,1142,Delivered
1325,121,26-10-2024 20:49,26-10-2024 20:58,103,Delivered
1326,4,06-10-2024 19:21,06-10-2024 19:37,760,Delivered
1327,270,13-10-2024 12:29,13-10-2024 12:37,1092,Delivered
1328,149,13-10-2024 05:29,13-10-2024 05:38,157,Delivered
1329,102,29-10-2024 15:21,29-10-2024 15:32,1175,Delivered
1330,183,24-11-2024 11:01,24-11-2024 11:09,1123,Delivered
1331,155,31-10-2024 08:14,31-10-2024 08:27,192,Delivered
1332,252,28-09-2024 01:48,28-09-2024 01:56,1292,Delivered
1333,285,31-10-2024 12:46,31-10-2024 13:03,830,Delivered
1334,224,12-10-2024 15:17,12-10-2024 15:29,490,Delivered
1335,151,19-11-2024 10:56,19-11-2024 11:06,937,Delivered
1336,272,04-11-2024 19:33,04-11-2024 19:49,370,Delivered
1337,143,30-09-2024 13:32,30-09-2024 13:41,1481,Delivered
1338,76,28-10-2024 14:17,28-10-2024 14:34,309,Delivered
1339,244,19-10-2024 02:41,,976,Cancelled
1340,205,01-11-2024 09:58,01-11-2024 10:10,285,Delivered
1341,176,07-10-2024 05:13,07-10-2024 05:25,693,Delivered
1342,225,04-10-2024 17:58,04-10-2024 18:15,751,Delivered
1343,111,13-10-2024 14:47,13-10-2024 14:59,1348,Delivered
1344,42,20-11-2024 03:06,20-11-2024 03:23,788,Delivered
1345,291,01-10-2024 06:07,01-10-2024 06:20,525,Delivered
1346,70,06-10-2024 01:55,06-10-2024 02:06,325,Delivered
1347,139,25-10-2024 02:59,25-10-2024 03:07,1390,Delivered
1348,287,11-11-2024 11:39,11-11-2024 11:54,227,Delivered
1349,74,15-10-2024 05:56,15-10-2024 06:12,914,Delivered
1350,85,19-11-2024 23:42,19-11-2024 23:59,634,Delivered
1351,27,06-10-2024 05:57,06-10-2024 06:14,1483,Delivered
1352,109,07-11-2024 00:10,07-11-2024 00:21,456,Delivered
1353,41,29-10-2024 18:13,29-10-2024 18:27,670,Delivered
1354,105,13-11-2024 16:15,13-11-2024 16:26,622,Delivered
1355,231,09-10-2024 04:56,09-10-2024 05:06,1333,Delivered
1356,177,05-11-2024 05:56,05-11-2024 06:04,273,Delivered
1357,286,29-09-2024 05:35,29-09-2024 05:50,1044,Delivered
1358,86,24-11-2024 09:42,24-11-2024 09:54,1357,Delivered
1359,254,16-11-2024 05:59,16-11-2024 06:12,1062,Delivered
1360,169,21-11-2024 17:39,21-11-2024 17:51,1482,Delivered
1361,271,31-10-2024 06:40,31-10-2024 06:48,1363,Delivered
1362,26,09-11-2024 02:14,09-11-2024 02:26,415,Delivered
1363,232,04-10-2024 04:27,04-10-2024 04:43,886,Delivered
1364,80,05-11-2024 09:48,05-11-2024 10:02,613,Delivered
1365,178,19-11-2024 11:13,19-11-2024 11:21,1352,Delivered
1366,101,27-10-2024 02:54,27-10-2024 03:04,501,Delivered
1367,4,03-11-2024 05:43,03-11-2024 05:52,1281,Delivered
1368,186,31-10-2024 21:32,31-10-2024 21:43,112,Delivered
1369,130,05-10-2024 06:36,05-10-2024 06:50,627,Delivered
1370,203,03-10-2024 02:00,03-10-2024 02:11,275,Delivered
1371,194,19-10-2024 08:28,19-10-2024 08:44,213,Delivered
1372,110,26-10-2024 02:25,26-10-2024 02:39,258,Delivered
1373,220,03-10-2024 12:40,03-10-2024 12:55,654,Delivered
1374,176,25-10-2024 04:50,25-10-2024 04:59,331,Delivered
1375,285,19-10-2024 17:49,19-10-2024 18:01,159,Delivered
1376,220,19-11-2024 05:12,19-11-2024 05:26,632,Delivered
1377,94,13-11-2024 19:23,13-11-2024 19:33,147,Delivered
1378,213,13-10-2024 04:53,13-10-2024 05:08,351,Delivered
1379,39,28-09-2024 22:14,28-09-2024 22:29,185,Delivered
1380,254,28-10-2024 10:26,28-10-2024 10:42,796,Delivered
1381,1,06-10-2024 00:28,06-10-2024 00:40,1344,Delivered
1382,165,02-10-2024 17:02,02-10-2024 17:16,1083,Delivered
1383,77,22-10-2024 18:55,22-10-2024 19:05,579,Delivered
1384,172,03-10-2024 04:24,,619,Cancelled
1385,110,18-11-2024 15:27,18-11-2024 15:42,1434,Delivered
1386,170,09-11-2024 01:07,,768,Cancelled
1387,33,01-10-2024 21:00,01-10-2024 21:08,1391,Delivered
1388,108,03-11-2024 15:15,03-11-2024 15:26,641,Delivered
1389,71,17-11-2024 16:23,17-11-2024 16:37,563,Delivered
1390,269,10-11-2024 06:49,10-11-2024 07:01,412,Delivered
1391,245,09-10-2024 17:01,09-10-2024 17:09,1275,Delivered
1392,172,03-10-2024 05:40,03-10-2024 05:57,1053,Delivered
1393,46,02-10-2024 07:48,02-10-2024 07:58,226,Delivered
1394,96,07-10-2024 19:01,07-10-2024 19:16,660,Delivered
1395,181,08-11-2024 10:06,08-11-2024 10:22,1381,Delivered
1396,178,11-11-2024 17:53,11-11-2024 18:01,293,Delivered
1397,14,09-11-2024 18:14,09-11-2024 18:25,1153,Delivered
1398,169,15-10-2024 13:41,15-10-2024 13:50,497,Delivered
1399,90,04-11-2024 06:26,04-11-2024 06:38,361,Delivered
1400,126,11-11-2024 23:50,12-11-2024 00:03,995,Delivered
1401,19,07-10-2024 21:04,07-10-2024 21:13,1265,Delivered
1402,215,02-11-2024 11:08,02-11-2024 11:20,267,Delivered
1403,166,01-10-2024 01:46,01-10-2024 02:01,118,Delivered
1404,45,19-10-2024 08:14,19-10-2024 08:29,103,Delivered
1405,299,03-10-2024 14:32,03-10-2024 14:43,1314,Delivered
1406,41,31-10-2024 00:38,31-10-2024 00:46,200,Delivered
1407,158,19-10-2024 08:55,19-10-2024 09:04,597,Delivered
1408,95,20-11-2024 07:04,20-11-2024 07:13,1136,Delivered
1409,145,20-11-2024 07:11,20-11-2024 07:19,466,Delivered
1410,54,29-10-2024 06:33,29-10-2024 06:46,384,Delivered
1411,267,01-11-2024 09:00,01-11-2024 09:12,251,Delivered
1412,156,07-10-2024 20:02,07-10-2024 20:16,293,Delivered
1413,103,02-10-2024 17:30,02-10-2024 17:44,814,Delivered
1414,12,05-10-2024 22:49,05-10-2024 22:57,744,Delivered
1415,119,22-10-2024 12:49,22-10-2024 13:03,669,Delivered
1416,209,27-10-2024 13:59,27-10-2024 14:14,1185,Delivered
1417,37,26-10-2024 20:09,26-10-2024 20:26,580,Delivered
1418,90,04-10-2024 20:00,04-10-2024 20:13,1120,Delivered
1419,38,10-10-2024 21:20,10-10-2024 21:37,723,Delivered
1420,41,24-10-2024 04:01,24-10-2024 04:13,1065,Delivered
1421,132,13-10-2024 00:14,13-10-2024 00:31,1477,Delivered
1422,102,06-10-2024 21:44,06-10-2024 21:59,280,Delivered
1423,86,09-10-2024 01:51,09-10-2024 01:59,1358,Delivered
1424,12,05-10-2024 06:34,05-10-2024 06:49,1444,Delivered
1425,97,09-10-2024 22:01,09-10-2024 22:17,779,Delivered
1426,97,26-09-2024 13:07,,103,Cancelled
1427,205,27-09-2024 21:13,27-09-2024 21:26,490,Delivered
1428,67,08-10-2024 02:26,08-10-2024 02:38,114,Delivered
1429,292,19-11-2024 02:19,19-11-2024 02:27,1205,Delivered
1430,224,08-10-2024 13:50,08-10-2024 14:01,1050,Delivered
1431,202,17-10-2024 13:30,17-10-2024 13:42,105,Delivered
1432,47,08-10-2024 22:10,08-10-2024 22:24,436,Delivered
1433,95,13-11-2024 23:12,13-11-2024 23:24,892,Delivered
1434,15,08-11-2024 17:19,08-11-2024 17:30,1112,Delivered
1435,112,22-11-2024 16:00,22-11-2024 16:09,515,Delivered
1436,281,11-10-2024 03:47,11-10-2024 03:58,1001,Delivered
1437,58,19-10-2024 23:43,19-10-2024 23:56,852,Delivered
1438,214,29-10-2024 05:03,29-10-2024 05:14,361,Delivered
1439,174,20-10-2024 21:59,20-10-2024 22:11,1359,Delivered
1440,261,22-11-2024 03:45,22-11-2024 03:57,520,Delivered
1441,246,07-10-2024 15:50,07-10-2024 16:00,384,Delivered
1442,126,05-10-2024 03:15,05-10-2024 03:30,798,Delivered
1443,129,05-10-2024 15:44,05-10-2024 15:57,359,Delivered
1444,151,01-10-2024 13:30,01-10-2024 13:41,909,Delivered
1445,203,23-11-2024 05:14,23-11-2024 05:29,537,Delivered
1446,100,28-09-2024 19:43,28-09-2024 19:54,151,Delivered
1447,248,21-10-2024 08:07,21-10-2024 08:20,1391,Delivered
1448,101,15-10-2024 11:45,15-10-2024 11:53,840,Delivered
1449,290,27-09-2024 06:39,27-09-2024 06:54,1221,Delivered
1450,49,11-10-2024 16:04,11-10-2024 16:21,1157,Delivered
1451,113,05-11-2024 02:18,05-11-2024 02:35,1490,Delivered
1452,177,29-09-2024 06:19,29-09-2024 06:27,248,Delivered
1453,221,26-09-2024 23:09,26-09-2024 23:22,1485,Delivered
1454,135,24-10-2024 05:54,24-10-2024 06:02,1222,Delivered
1455,44,24-11-2024 01:18,24-11-2024 01:29,621,Delivered
1456,208,09-11-2024 19:27,09-11-2024 19:36,1086,Delivered
1457,274,22-10-2024 23:12,22-10-2024 23:29,332,Delivered
1458,240,16-10-2024 10:58,16-10-2024 11:07,315,Delivered
1459,246,30-10-2024 12:42,30-10-2024 12:58,1111,Delivered
1460,212,20-11-2024 06:50,20-11-2024 07:06,311,Delivered
1461,99,09-10-2024 11:11,09-10-2024 11:23,1245,Delivered
1462,154,15-10-2024 17:35,15-10-2024 17:52,666,Delivered
1463,3,13-11-2024 14:41,13-11-2024 14:53,1495,Delivered
1464,70,06-10-2024 02:58,06-10-2024 03:09,810,Delivered
1465,247,28-10-2024 05:53,28-10-2024 06:09,858,Delivered
1466,149,25-10-2024 21:06,25-10-2024 21:19,499,Delivered
1467,46,05-10-2024 13:51,05-10-2024 14:03,842,Delivered
1468,114,21-10-2024 04:45,21-10-2024 05:00,1260,Delivered
1469,250,30-09-2024 05:30,30-09-2024 05:44,783,Delivered
1470,39,18-10-2024 00:32,18-10-2024 00:47,1394,Delivered
1471,91,17-11-2024 14:45,17-11-2024 14:57,988,Delivered
1472,26,26-10-2024 16:19,26-10-2024 16:28,469,Delivered
1473,191,21-11-2024 04:43,21-11-2024 04:51,918,Delivered
1474,106,03-11-2024 07:27,03-11-2024 07:39,993,Delivered
1475,69,09-10-2024 11:44,09-10-2024 11:56,960,Delivered
1476,162,21-10-2024 07:30,21-10-2024 07:38,429,Delivered
1477,16,31-10-2024 23:00,31-10-2024 23:09,1239,Delivered
1478,286,15-10-2024 10:17,15-10-2024 10:27,1012,Delivered
1479,289,07-11-2024 23:06,07-11-2024 23:14,1115,Delivered
1480,289,06-10-2024 23:41,06-10-2024 23:49,1495,Delivered
1481,62,01-11-2024 17:25,01-11-2024 17:36,379,Delivered
1482,123,02-10-2024 13:23,02-10-2024 13:34,723,Delivered
1483,267,29-09-2024 23:52,30-09-2024 00:07,896,Delivered
1484,2,11-10-2024 19:31,11-10-2024 19:42,1306,Delivered
